Time,Thumb,Index,Middle,Ring,Pinky,Roll,Pitch,Yaw
2.90,754.14,1003.24,798.05,626.04,536.37,5.50,16.88,39.94
2.90,430.41,437.22,236.26,417.57,196.23,53.01,0.58,82.32
2.90,75.90,670.35,159.57,818.71,284.33,85.05,4.10,10.43
2.90,881.81,694.05,163.48,129.24,582.35,73.37,10.60,11.25
2.90,69.08,456.51,295.21,607.02,517.19,72.58,53.51,82.72
2.90,92.97,920.64,892.63,838.37,942.61,20.77,14.02,16.40
2.90,148.56,145.59,460.17,681.69,276.43,70.08,67.65,43.81
2.90,702.79,949.04,779.92,1020.59,160.49,67.81,45.02,86.58
2.90,1021.71,157.07,9.06,118.71,286.04,65.13,71.44,38.19
2.90,6.72,25.36,226.10,28.24,271.59,27.06,42.90,49.80
2.90,282.48,100.39,578.03,963.05,265.68,55.45,3.02,47.97
2.90,717.84,825.25,615.15,982.29,887.19,3.04,68.03,19.82
2.90,574.71,461.58,91.38,873.00,817.49,23.79,18.61,89.82
2.90,665.06,675.01,567.11,511.36,97.29,52.71,15.59,89.67
2.90,207.09,944.17,976.72,548.03,832.59,85.19,70.00,66.18
2.90,942.83,703.86,879.89,995.61,1.07,68.73,71.57,42.46
2.90,513.13,373.01,831.37,484.47,960.08,74.06,28.03,86.09
2.90,241.72,645.27,750.06,660.56,493.23,9.25,75.35,14.74
2.90,171.20,576.04,980.31,1009.09,334.91,42.25,34.10,5.74
2.90,459.89,42.70,250.28,926.78,205.23,14.19,38.17,62.87
2.90,233.10,1018.63,308.03,610.14,602.49,88.87,29.48,82.32
2.90,8.76,982.09,18.48,467.93,425.94,61.38,88.97,57.84
2.90,328.59,405.39,71.96,755.47,240.67,2.50,77.58,35.98
2.90,87.51,343.62,506.50,586.67,824.76,73.15,25.23,44.85
2.90,813.01,203.45,534.79,691.11,58.00,72.39,27.77,89.87
2.90,455.17,163.19,551.20,882.17,679.69,9.02,86.28,25.23
2.90,220.47,675.60,864.71,397.29,1016.01,6.16,72.49,25.65
2.90,738.16,997.02,889.52,621.91,780.97,4.33,62.52,39.74
2.90,79.42,752.20,145.41,939.55,226.12,72.44,38.08,21.44
2.90,68.93,735.77,188.01,188.31,218.37,64.38,64.26,22.98
2.90,923.49,845.31,447.70,899.32,494.09,50.32,37.69,8.53
2.90,413.38,429.37,881.43,965.14,970.75,56.72,4.49,21.68
2.90,871.50,43.83,412.28,536.65,934.26,17.56,74.37,46.10
2.90,350.69,566.31,976.73,356.92,772.86,58.74,18.74,69.36
2.90,16.64,973.76,517.66,265.17,342.48,13.51,28.78,6.71
2.90,200.62,102.96,917.21,523.24,765.41,57.47,82.18,61.18
2.90,941.12,357.01,290.41,868.26,909.67,82.82,48.32,86.61
2.90,116.38,720.45,786.07,122.55,855.75,53.86,46.04,77.70
2.90,487.41,869.11,854.54,914.78,916.30,34.10,59.05,60.86
2.90,892.83,594.31,395.23,476.49,347.50,4.90,6.40,39.45
2.90,800.66,103.64,638.59,589.06,598.60,25.29,15.19,44.72
2.90,105.83,40.59,281.70,707.98,635.39,14.93,24.30,75.55
2.90,147.77,868.51,583.00,977.98,226.43,79.81,19.64,25.34
2.90,45.36,737.48,326.95,907.35,429.30,80.90,55.04,4.99
2.90,619.03,607.91,801.94,648.01,583.42,35.94,17.39,77.05
2.90,309.07,41.68,527.93,452.31,719.13,55.59,1.41,24.99
2.90,848.36,43.78,400.65,618.52,529.52,84.66,9.50,64.13
2.90,528.57,257.69,524.39,462.46,36.30,34.83,32.69,24.23
2.90,397.49,234.39,683.86,369.38,245.42,10.16,58.64,65.38
2.90,472.11,17.11,137.51,497.14,31.73,40.73,42.46,33.46
2.90,555.16,171.20,333.86,537.24,939.63,3.24,29.06,80.44
2.90,583.59,267.70,769.75,1020.69,804.54,56.08,29.89,79.98
2.90,334.70,62.80,645.01,414.37,846.66,72.79,79.14,50.43
2.90,509.66,262.62,441.29,995.98,832.37,89.37,24.45,56.11
2.90,809.46,703.39,118.60,393.92,357.74,89.29,36.58,58.52
2.90,378.17,591.85,335.34,259.09,918.65,73.17,22.65,15.27
2.90,309.46,164.03,858.34,936.52,265.71,26.90,77.44,7.45
2.90,347.21,705.16,772.45,739.96,219.40,58.24,40.49,48.92
2.90,1021.14,236.94,261.60,344.89,510.05,67.36,73.13,81.86
2.90,914.42,959.82,880.65,281.73,592.11,75.55,0.45,34.87
2.90,355.61,854.51,204.22,903.72,737.95,7.97,25.27,85.13
2.90,645.50,610.48,611.15,902.23,776.36,86.33,58.35,6.36
2.90,873.30,257.48,883.02,930.06,601.13,1.50,30.11,45.43
2.90,644.29,121.75,950.55,284.20,644.04,28.25,42.11,83.89
2.90,716.03,988.91,820.48,896.16,61.51,26.01,19.92,56.97
2.90,790.74,828.41,300.81,804.74,648.87,82.50,21.17,78.52
2.90,520.25,691.05,530.09,504.56,748.28,4.84,23.21,33.24
2.90,772.30,959.84,714.27,629.29,499.56,80.55,24.77,70.90
2.90,770.70,533.12,179.05,2.08,321.13,89.00,62.80,45.55
2.90,968.43,609.10,420.00,102.17,495.35,20.48,38.70,50.68
2.90,46.28,364.77,96.77,180.19,150.46,7.27,28.02,14.52
2.90,714.76,121.25,687.53,670.56,786.56,67.42,10.34,62.72
2.90,838.46,846.27,343.05,687.45,732.96,9.96,83.80,75.71
2.90,158.48,145.68,754.39,603.65,894.14,40.82,8.31,12.31
2.90,600.82,339.24,398.42,855.99,390.79,26.37,65.47,23.12
2.90,794.83,563.68,731.45,158.72,897.84,46.36,38.10,59.74
2.90,115.26,349.04,749.25,618.66,520.26,58.96,28.54,72.12
2.90,827.84,151.25,321.31,653.97,342.72,84.90,4.27,53.66
2.90,759.25,256.18,49.05,283.37,27.93,88.36,79.64,55.28
2.90,62.69,421.11,711.42,547.61,489.57,2.85,68.99,63.18
2.90,800.75,451.94,727.01,589.60,779.43,68.44,49.67,50.65
2.90,67.85,524.53,56.51,688.16,800.84,43.96,62.29,75.42
2.90,828.59,874.91,901.69,665.57,92.00,1.64,6.91,20.12
2.90,783.31,938.89,472.05,156.29,426.01,35.02,69.69,80.53
2.90,145.17,265.83,39.25,620.79,214.54,17.22,23.86,20.27
2.90,964.21,579.34,371.07,231.41,153.57,45.25,13.70,31.04
2.90,345.77,57.89,184.54,620.35,320.82,75.67,82.55,65.67
2.90,218.33,258.31,377.43,261.80,211.28,51.54,19.93,81.24
2.90,458.85,684.50,393.33,652.49,787.23,63.96,73.54,64.24
2.90,220.07,568.35,584.56,300.83,278.54,28.19,40.74,11.85
2.90,154.88,999.58,36.42,381.68,263.53,11.46,70.46,31.19
2.90,899.31,337.26,258.62,839.93,359.14,7.31,66.45,2.54
2.90,764.06,351.69,373.18,271.57,44.05,25.75,55.66,55.21
2.90,263.74,368.69,204.70,953.79,433.07,75.67,89.37,62.30
2.90,970.52,323.89,1020.44,489.00,889.58,48.23,42.28,32.57
2.90,96.25,638.25,569.26,896.73,565.97,38.06,61.22,74.24
2.90,301.11,228.35,944.88,780.84,595.89,21.28,40.79,68.43
2.90,257.31,536.76,774.04,852.13,419.53,49.56,11.55,36.33
2.90,936.48,541.41,642.91,935.32,636.23,23.02,84.49,33.75
2.90,766.01,253.91,324.28,244.20,373.40,28.80,79.16,2.44
2.90,52.76,832.90,378.11,464.25,126.67,20.75,71.81,41.66
2.90,676.90,746.36,287.46,745.24,821.27,4.94,72.05,86.32
2.90,592.59,611.30,646.10,357.81,20.38,55.65,56.06,81.59
2.90,746.08,844.99,859.43,825.58,948.21,70.59,33.00,23.95
2.90,571.80,520.33,349.30,480.61,312.14,46.90,5.82,38.04
2.90,490.68,795.66,921.49,40.60,721.27,14.45,88.17,82.52
2.90,314.16,653.29,282.51,413.96,445.83,62.33,24.38,15.50
2.90,906.14,485.64,198.35,713.15,242.21,86.88,59.04,57.56
2.90,284.32,509.89,352.61,85.39,625.61,82.14,1.89,70.36
2.90,500.14,6.39,430.49,139.16,457.81,42.98,12.45,34.85
2.90,436.97,187.46,800.59,119.25,792.37,54.79,64.69,55.98
2.90,45.94,404.40,102.02,536.78,837.28,73.82,77.43,63.47
2.90,140.23,948.76,276.26,77.70,427.93,67.23,34.70,21.50
2.90,751.93,818.01,380.60,964.85,744.27,82.67,9.54,18.37
2.90,970.66,750.06,181.50,468.87,445.07,30.74,26.24,28.09
2.90,973.84,147.62,415.33,99.41,769.92,18.35,65.37,79.09
2.90,603.22,652.58,492.60,71.20,40.41,55.69,66.54,75.60
2.90,464.89,549.92,3.85,411.59,10.91,50.36,38.32,60.64
2.90,254.27,121.37,905.37,181.07,403.92,73.41,68.93,27.08
2.90,56.27,670.13,94.21,631.58,796.65,84.35,59.60,48.40
2.90,985.63,245.20,659.54,360.08,647.12,56.54,40.20,79.35
2.90,969.23,897.29,429.67,474.01,471.06,32.26,69.65,12.04
2.90,911.36,260.67,1005.24,289.26,17.06,44.67,85.73,3.07
2.90,746.59,480.83,685.31,265.76,594.34,69.74,86.99,31.71
2.90,269.69,265.09,466.20,494.51,672.29,65.18,21.28,30.51
2.90,275.74,761.39,442.22,895.55,275.44,16.17,8.19,9.99
2.90,985.53,130.20,627.90,236.74,360.80,6.51,89.37,11.21
2.90,903.67,457.54,945.82,654.22,439.38,86.95,68.65,44.68
2.90,894.90,828.14,845.04,918.91,349.85,8.32,41.42,33.66
2.90,162.33,807.27,746.08,30.55,25.66,37.26,73.92,74.03
2.90,938.05,228.46,539.72,221.92,310.94,40.48,36.84,1.54
2.90,892.29,422.76,172.02,268.87,67.18,24.81,53.34,38.56
2.90,820.38,578.16,901.06,804.53,280.26,54.55,73.07,69.41
2.90,323.30,352.95,664.34,515.66,684.99,21.79,5.47,11.67
2.90,945.63,174.86,94.90,18.76,1005.93,3.18,71.20,70.34
2.90,332.02,867.08,580.52,532.79,92.54,82.65,20.65,78.50
2.90,191.96,837.55,343.42,789.34,810.50,6.26,42.54,53.73
2.90,15.10,127.47,185.38,774.89,691.48,22.54,42.47,74.07
2.90,200.68,47.86,429.57,542.33,25.11,18.56,68.65,60.83
2.90,781.88,722.07,665.91,172.06,148.16,76.38,2.94,43.03
2.90,867.47,55.73,442.21,298.15,350.35,32.33,20.45,88.94
2.90,24.27,1006.74,835.08,653.74,315.17,60.76,48.91,26.85
2.90,538.77,686.81,428.59,456.36,391.27,84.71,47.88,16.47
2.90,922.86,934.94,818.49,526.92,874.11,21.69,7.83,35.95
2.90,492.19,797.92,646.04,132.00,333.91,53.39,7.66,66.19
2.90,2.03,94.38,542.25,1001.86,214.74,2.00,12.52,23.36
2.90,594.71,227.15,733.32,576.28,385.79,73.53,80.01,84.65
2.90,81.24,920.64,396.22,769.34,872.36,72.03,39.88,61.23
2.90,20.25,331.57,708.70,249.44,275.89,13.25,30.58,22.24
2.90,864.65,768.60,487.81,573.99,119.66,17.62,28.24,7.11
2.90,84.88,678.67,374.04,845.95,356.90,86.64,0.08,32.02
2.90,644.92,786.60,239.79,948.92,197.12,67.44,0.61,82.52
2.90,329.27,953.28,611.50,929.31,328.17,60.52,71.52,49.97
2.90,968.39,956.50,973.46,193.21,187.78,49.20,4.97,75.64
2.90,107.63,839.14,186.36,557.65,319.43,9.72,64.99,65.03
2.90,881.26,379.82,240.66,103.84,114.11,85.75,1.34,11.73
2.90,24.73,781.91,19.30,172.68,198.68,24.47,9.04,22.92
2.90,995.02,339.48,809.60,421.09,280.79,40.68,85.92,79.97
2.90,143.97,408.25,386.59,174.28,432.38,50.63,38.91,31.27
2.90,959.32,580.88,318.55,112.06,431.78,59.46,51.90,15.16
2.90,941.33,355.24,691.88,834.32,691.25,57.70,67.90,59.10
2.90,560.11,319.60,685.51,706.57,596.83,11.77,72.26,82.88
2.90,485.78,922.82,880.90,679.68,924.35,73.73,54.21,47.46
2.90,220.14,462.03,358.36,195.68,787.36,70.09,41.55,21.33
2.90,679.60,615.47,1003.16,387.08,734.45,26.29,30.62,88.13
2.90,195.57,792.49,687.23,462.29,111.38,36.58,68.75,24.26
2.90,681.92,176.14,228.86,760.16,327.98,43.80,34.86,20.02
2.90,467.66,155.64,423.92,468.11,630.91,36.55,15.33,32.26
2.90,977.37,857.11,833.38,140.49,995.21,84.78,0.57,8.97
2.90,983.44,270.77,124.59,523.59,863.17,3.64,7.79,3.82
2.90,629.39,262.38,982.98,237.01,751.73,38.35,49.89,82.67
2.90,958.62,119.00,309.15,821.70,96.56,55.94,30.33,58.52
2.90,618.82,1020.29,178.24,801.00,338.01,69.65,2.01,22.44
2.90,525.07,120.50,920.11,845.29,16.51,6.76,25.48,19.65
2.90,792.05,391.91,934.91,360.32,326.31,26.35,86.31,43.57
2.90,657.16,449.92,505.22,416.18,813.95,13.04,61.63,29.00
2.90,60.18,1008.70,671.17,153.72,678.71,49.59,43.51,3.90
2.90,726.07,635.38,369.03,382.25,364.67,31.48,28.87,56.31
2.90,575.69,111.23,282.18,11.38,489.67,14.55,54.51,71.31
2.90,683.42,923.13,633.27,411.64,179.30,49.40,6.60,18.34
2.90,7.61,162.33,469.73,411.24,525.99,45.40,79.65,36.78
2.90,500.04,366.59,571.64,261.52,164.21,88.59,59.02,87.54
2.90,942.46,115.56,771.43,60.55,393.49,50.28,4.24,45.20
2.90,425.51,872.54,867.88,670.68,479.45,14.34,60.09,38.40
2.90,708.30,907.18,663.51,147.54,921.20,45.14,30.37,26.65
2.90,438.29,988.72,680.47,793.39,887.20,14.24,78.39,66.69
2.90,265.28,706.83,659.66,56.56,94.96,0.77,46.17,60.05
2.90,410.21,1006.01,29.20,851.74,967.20,57.89,79.96,55.34
2.90,408.53,684.67,941.00,222.87,786.99,22.72,58.63,49.24
2.90,342.88,517.84,376.51,344.12,1000.17,86.26,24.31,72.91
2.90,768.15,743.80,657.15,287.35,107.85,14.73,61.91,70.22
2.90,313.11,341.27,977.99,112.87,892.62,49.81,54.12,50.79
2.90,420.87,441.25,1020.39,338.30,897.88,19.18,34.85,82.80
2.90,232.26,541.08,563.38,502.19,412.35,37.37,2.45,12.02
2.90,49.28,839.42,183.71,639.14,316.87,61.42,45.56,40.33
2.90,433.88,589.91,937.03,966.76,796.06,70.16,85.78,83.32
2.90,399.04,507.88,105.62,274.56,46.62,36.42,20.82,6.98
2.90,288.61,725.29,756.12,379.66,767.28,9.26,35.68,59.04
2.90,4.29,283.30,997.85,496.77,736.82,26.11,61.01,12.83
2.90,797.89,766.02,512.60,295.21,490.45,83.99,32.88,76.84
2.90,767.13,219.51,652.50,158.67,807.42,52.44,66.85,25.64
2.90,695.55,615.56,662.49,26.91,639.55,75.59,3.84,83.54
2.90,942.89,901.07,257.91,25.03,353.03,78.63,82.25,33.36
2.90,33.93,110.86,785.68,535.01,885.02,16.99,41.86,83.51
2.90,99.64,390.74,340.62,124.39,327.72,5.77,53.26,60.95
2.90,793.56,702.91,663.92,927.60,791.27,8.53,69.60,49.91
2.90,183.09,736.98,794.48,962.02,818.50,3.25,88.31,15.74
2.90,746.81,751.83,1013.14,172.67,623.57,89.37,13.06,81.82
2.90,221.18,407.63,667.99,800.89,790.92,4.16,81.38,19.32
2.90,733.51,371.86,152.54,864.27,769.42,60.59,73.83,62.19
2.90,841.28,867.63,490.51,448.99,1.21,24.21,70.76,7.43
2.90,607.26,831.55,637.02,118.75,853.25,32.51,47.14,5.06
2.90,406.49,586.56,153.88,130.69,317.77,39.47,19.94,77.79
2.90,446.14,989.15,669.47,414.72,905.90,13.03,31.67,27.09
2.90,880.32,235.02,930.57,222.10,389.10,70.91,59.10,44.94
2.90,327.77,289.51,617.51,741.57,235.67,16.60,27.77,71.36
2.90,141.16,115.83,832.45,796.51,461.68,5.96,79.68,11.09
2.90,956.12,213.80,806.28,413.22,457.96,22.76,7.02,69.35
2.90,560.23,266.38,198.73,100.44,604.66,10.93,78.68,6.35
2.90,803.65,707.20,812.36,662.21,319.61,7.85,85.44,44.21
2.90,369.23,105.59,188.50,95.25,570.20,54.37,32.89,65.51
2.90,934.46,665.12,646.59,741.26,382.49,21.90,58.74,70.90
2.90,921.28,109.02,501.66,423.57,609.17,66.82,26.50,64.44
2.90,665.56,629.25,176.79,648.62,280.29,80.41,1.57,1.37
2.90,351.98,233.83,169.21,253.60,951.75,67.72,14.83,25.38
2.90,97.36,976.38,561.51,316.06,324.91,58.24,6.77,8.86
2.90,60.57,277.57,142.08,365.32,367.18,34.95,52.49,79.88
2.90,115.73,6.26,401.08,926.93,403.11,62.04,39.80,41.20
2.90,502.17,74.43,1021.40,276.04,379.17,87.58,40.84,52.38
2.90,37.55,724.78,77.77,339.50,547.74,49.95,40.07,77.80
2.90,889.82,75.64,880.56,307.20,119.34,20.55,18.03,8.44
2.90,965.10,156.43,444.50,916.35,56.23,72.07,53.60,17.27
2.90,943.13,590.12,856.65,983.74,384.22,51.70,46.26,55.33
2.90,855.29,542.50,583.81,136.04,931.52,75.34,21.05,78.46
2.90,253.58,189.17,380.84,530.94,330.13,63.66,68.38,80.08
2.90,10.19,753.40,415.48,297.27,221.11,66.93,65.42,86.35
2.90,636.30,662.36,736.54,825.28,382.12,4.66,36.40,50.68
2.90,920.44,41.43,35.70,439.79,414.04,6.59,63.44,68.61
2.90,470.71,986.69,754.67,859.02,965.03,64.52,73.36,30.77
2.90,218.97,643.67,972.00,358.95,634.95,31.77,82.88,20.33
2.90,551.44,982.25,513.21,237.04,533.96,33.39,0.29,59.82
2.90,876.40,25.85,973.12,719.92,375.40,16.75,20.99,71.57
2.90,464.88,117.37,641.36,497.82,731.13,65.68,38.53,39.46
2.90,126.63,686.17,381.84,422.27,105.83,75.90,51.60,39.15
2.90,611.69,737.97,508.54,56.48,647.93,28.46,64.86,39.57
2.90,797.13,798.45,20.71,427.56,431.76,81.03,4.96,34.64
2.90,779.45,76.28,409.67,820.14,357.32,60.24,9.76,4.02
2.90,642.09,657.70,346.47,346.26,118.65,46.65,32.77,11.21
2.90,67.70,535.62,159.39,571.25,752.04,10.25,66.25,56.45
2.90,105.78,198.46,415.33,929.29,113.14,16.42,37.17,72.62
2.90,304.35,677.88,618.73,585.22,456.08,52.20,75.45,69.72
2.90,625.25,63.49,919.47,439.18,1009.30,18.31,75.90,6.91
2.90,90.16,467.61,90.58,383.76,632.68,26.23,50.65,13.87
2.90,29.54,610.30,479.43,373.66,61.36,68.78,13.61,1.27
2.90,606.34,719.69,30.30,425.30,34.91,55.30,84.10,53.12
2.90,2.09,213.52,732.33,1001.50,505.93,22.84,3.58,73.48
2.90,502.35,333.81,159.81,325.63,497.08,12.11,10.35,53.40
2.90,738.34,810.84,1013.59,324.35,233.08,62.67,50.95,41.92
2.90,623.29,778.82,972.13,48.70,275.77,41.58,39.55,2.18
2.90,537.13,22.61,563.12,216.39,52.94,14.37,85.75,71.93
2.90,161.46,162.40,137.83,342.61,479.36,14.74,19.66,78.04
2.90,352.77,988.80,602.86,431.96,694.12,57.31,64.35,21.06
2.90,309.43,663.02,573.92,283.03,798.92,9.07,52.91,60.99
2.90,166.59,104.19,496.30,840.88,162.26,32.38,35.30,52.20
2.90,368.99,197.52,693.15,13.06,359.39,69.16,61.60,35.91
2.90,814.10,362.98,352.87,179.71,438.34,21.41,40.74,38.19
2.90,541.64,76.94,908.77,275.96,584.18,61.31,57.67,3.44
2.90,641.06,81.29,915.22,734.55,847.50,77.35,35.81,8.52
2.90,465.13,188.93,932.78,460.94,324.80,45.85,58.25,47.04
2.90,47.25,685.61,694.87,353.30,130.82,50.89,15.64,11.02
2.90,748.52,686.70,683.34,979.87,174.87,37.62,4.48,65.84
2.90,110.53,49.94,894.41,866.24,367.50,58.19,34.62,85.42
2.90,246.12,181.68,24.56,865.62,926.55,56.31,77.28,65.14
2.90,147.13,278.33,165.23,582.24,749.88,85.84,55.56,59.76
2.90,60.16,618.38,784.28,468.78,979.28,54.20,42.78,2.58
2.90,209.08,591.43,710.58,187.12,176.97,62.93,21.38,23.91
2.90,128.04,876.89,633.30,877.97,670.94,87.43,2.30,18.33
2.90,271.75,1008.24,243.57,574.13,888.90,7.52,10.24,1.01
2.90,253.53,219.62,751.91,39.98,159.23,20.97,59.31,72.82
2.90,193.25,66.55,882.48,55.35,449.45,53.15,73.00,18.65
2.90,950.47,225.11,478.85,668.69,117.74,84.98,7.05,30.05
2.90,705.85,297.70,861.57,824.09,287.26,31.79,30.79,37.62
2.90,636.82,395.21,1012.02,472.87,75.95,27.95,47.54,18.35
2.90,748.00,861.24,552.60,1005.58,873.59,27.43,60.88,69.51
2.90,843.01,589.19,512.26,577.39,995.13,86.98,42.12,71.90
2.90,199.16,335.94,475.27,456.23,644.68,72.89,0.34,32.90
2.90,36.84,895.24,957.81,518.26,550.27,48.01,18.03,74.62
2.90,781.95,501.30,402.10,140.51,256.97,81.38,45.04,75.07
2.90,424.93,850.11,555.51,458.17,100.09,66.01,18.18,55.28
2.90,185.71,809.67,555.92,329.45,924.48,89.90,73.61,86.21
2.90,454.79,448.46,82.52,97.88,334.27,89.99,66.83,77.59
2.90,452.84,286.80,438.31,304.17,713.22,9.90,13.10,61.37
2.90,440.14,606.29,360.94,172.82,167.92,67.78,31.52,67.40
2.90,795.60,329.55,988.92,762.63,891.82,9.35,80.63,52.57
2.90,71.26,423.01,800.22,748.61,677.09,47.22,58.05,18.60
2.90,36.78,532.76,14.03,993.55,338.19,62.63,38.93,46.64
2.90,837.75,903.63,986.50,106.42,373.81,59.77,16.19,70.54
2.90,277.38,468.94,72.59,678.59,367.98,58.73,77.71,60.25
2.90,801.76,346.44,888.22,893.86,436.33,31.71,87.09,58.52
2.90,171.82,882.53,66.49,943.76,508.73,74.69,46.94,41.37
2.90,339.87,156.99,220.71,209.53,456.68,40.15,81.84,80.25
2.90,511.32,549.82,785.12,319.59,588.02,79.79,5.46,69.30
2.90,447.01,324.07,764.70,497.06,883.10,33.65,3.08,20.20
2.90,20.56,301.33,351.55,927.42,674.96,13.17,3.28,53.85
2.90,817.62,863.83,620.17,975.13,926.79,82.08,28.13,39.51
2.90,239.01,215.71,337.68,341.30,379.56,55.24,70.08,8.43
2.90,339.56,88.44,22.03,238.05,966.33,38.94,32.58,84.95
2.90,1018.31,648.96,925.86,876.28,155.91,34.52,34.43,53.04
2.90,405.59,988.69,310.68,500.90,781.11,72.40,4.35,60.97
2.90,166.36,398.11,960.30,598.99,129.67,89.41,68.75,69.57
2.90,970.72,185.88,862.93,713.89,491.42,85.22,21.79,65.19
2.90,885.02,840.22,7.19,112.03,103.42,78.88,16.96,4.26
2.90,177.83,31.52,213.90,309.95,741.13,37.24,57.99,28.76
2.90,856.33,513.07,294.82,585.73,881.03,21.54,14.34,77.28
2.90,333.19,142.23,446.47,577.66,300.54,77.92,1.20,50.10
2.90,618.94,207.85,209.08,526.83,746.35,5.73,39.78,68.50
2.90,1004.64,205.89,482.22,136.04,947.20,79.14,46.71,24.49
2.90,810.89,950.32,454.51,498.78,329.02,60.29,57.74,4.97
2.90,209.21,450.39,254.76,932.90,487.76,83.76,54.68,85.36
2.90,992.03,324.37,951.87,442.86,852.33,38.90,61.35,32.51
2.90,749.62,733.43,760.27,158.92,718.52,21.50,26.37,39.73
2.90,140.43,357.83,672.03,364.34,36.74,79.32,68.29,61.08
2.90,175.86,785.93,207.47,665.09,835.51,28.43,35.24,21.21
2.90,357.81,378.46,613.04,708.39,427.23,0.57,50.23,55.42
2.90,628.85,488.58,786.58,96.73,991.39,76.69,81.92,28.58
2.90,78.92,534.34,25.97,682.33,761.87,6.77,34.24,16.15
2.90,551.82,200.84,370.04,667.60,998.95,88.89,60.54,55.35
2.90,624.12,755.52,151.37,571.58,380.75,50.76,16.64,87.12
2.90,499.27,184.49,618.80,655.84,910.67,3.47,68.88,89.20
2.90,220.59,738.48,768.21,177.37,206.26,66.07,65.39,76.04
2.90,652.60,135.04,146.98,326.66,926.54,48.52,44.58,58.44
2.90,427.34,337.53,1007.68,647.62,587.76,23.40,86.41,25.43
2.90,187.96,562.72,906.09,447.40,482.04,57.95,10.56,33.41
2.90,993.51,662.67,214.33,265.51,63.14,81.49,59.52,87.49
2.90,545.38,197.36,904.86,156.80,268.05,75.12,46.43,50.28
2.90,33.38,583.21,519.73,408.78,10.00,20.11,86.54,1.54
2.90,865.70,15.49,72.69,962.06,610.11,69.74,50.49,56.31
2.90,132.58,124.15,235.53,388.04,477.91,29.33,72.74,79.67
2.90,928.40,720.88,167.98,434.94,337.25,47.34,72.58,74.33
2.90,672.37,123.41,729.24,841.43,333.96,0.50,53.06,18.06
2.90,792.62,660.84,546.56,685.91,835.28,11.69,19.56,26.23
2.90,379.87,313.72,793.26,609.28,1003.61,45.15,51.45,59.45
2.90,1.10,183.82,828.12,160.00,37.78,35.40,37.75,46.59
2.90,224.47,167.71,948.85,1020.50,767.00,41.09,78.11,59.96
2.90,452.71,302.88,702.98,725.51,905.99,17.16,55.26,6.70
2.90,609.11,514.56,698.88,179.43,738.87,58.00,30.14,28.57
2.90,54.28,983.65,919.62,470.19,198.85,45.61,37.46,22.36
2.90,917.50,247.24,382.79,374.11,434.98,65.51,62.75,86.38
2.90,513.83,678.68,75.92,845.30,658.97,3.63,83.41,8.11
2.90,1022.96,800.16,261.85,540.82,930.70,4.81,84.99,48.29
2.90,662.04,204.70,422.40,758.54,2.71,36.36,77.15,81.17
2.90,801.31,188.01,88.54,418.04,77.54,55.47,35.92,20.24
2.90,638.77,434.59,527.15,286.83,357.88,65.16,33.61,16.64
2.90,176.59,893.65,262.97,529.78,550.19,12.28,7.96,60.55
2.90,741.34,471.83,404.55,404.37,216.36,75.27,84.21,5.79
2.90,861.71,637.17,708.48,64.13,328.94,35.05,8.46,13.68
2.90,975.93,702.22,949.25,169.88,992.29,79.12,6.13,1.88
2.90,915.35,752.10,317.88,318.53,585.21,68.78,29.81,85.17
2.90,820.85,581.03,638.83,397.27,52.31,13.42,3.88,55.83
2.90,715.79,975.32,725.74,318.45,135.01,51.54,72.39,69.43
2.90,842.41,757.90,426.94,163.98,271.46,74.46,51.63,72.74
2.90,992.12,197.19,811.82,516.58,902.77,5.92,33.47,19.34
2.90,110.00,737.68,841.56,597.98,207.02,2.64,4.81,10.42
2.90,902.90,374.04,298.68,559.28,676.29,81.63,62.75,42.19
2.90,114.57,536.61,601.60,674.22,736.30,39.92,64.75,83.13
2.90,151.61,896.13,52.05,198.59,112.30,7.99,50.93,59.14
2.90,947.06,565.45,393.20,749.46,638.09,16.28,47.48,27.29
2.90,851.44,777.87,844.60,334.50,151.67,75.94,48.51,9.42
2.90,310.38,234.07,818.15,602.58,510.87,80.55,89.58,15.28
2.90,144.59,447.51,179.81,44.75,818.24,87.48,78.04,2.69
2.90,457.83,542.04,452.30,816.49,12.44,41.98,77.02,67.33
2.90,395.66,956.04,370.03,99.30,675.00,43.40,24.21,48.19
2.90,882.30,238.81,274.45,643.82,677.34,69.84,87.66,8.47
2.90,809.39,715.57,662.67,176.66,445.06,36.81,11.28,81.24
2.90,810.96,44.10,870.62,737.02,38.04,17.70,52.24,44.94
2.90,469.98,425.79,670.73,298.14,197.36,74.33,51.71,12.96
2.90,23.13,925.08,506.44,189.05,796.93,23.38,69.11,55.57
2.90,710.21,964.34,863.42,866.70,451.17,19.40,10.24,37.31
2.90,712.71,605.63,338.55,752.15,266.39,48.36,24.24,54.33
2.90,331.66,740.13,498.21,1013.36,68.01,52.82,44.07,19.66
2.90,468.58,842.96,508.58,219.84,1002.09,56.71,43.69,17.77
2.90,988.04,23.20,826.31,573.09,873.67,68.24,67.08,59.13
2.90,559.96,724.80,586.48,122.20,846.44,41.14,31.35,61.20
2.90,264.11,637.49,16.78,986.73,597.45,49.22,30.12,12.75
2.90,613.42,726.71,722.58,963.14,190.47,86.63,1.19,80.46
2.90,383.81,391.25,703.33,64.18,99.30,76.35,62.02,66.25
